Effect	group	N	Mean fac6	SD fac6
group	human	1000	4.92300000	4.00713465
group	persona_gemini	1000	1.98400000	2.21961048
group	persona_gpt	1000	4.18100000	3.54157900
group	persona_grok	1000	2.05400000	2.18124777
