Dependent	Source	DF	SS	MS	FValue	ProbF
fac1	Model	1	259293.3301	259293.3301	3373.41	<.0001
fac1	Error	3998	307301.5177	76.8638	_	_
fac1	Corrected Total	3999	566594.8478	_	_	_
