Effect	model	N	Mean fac2	SD fac2
model	gemini	1000	7.9910000	4.2938743
model	gpt	1000	25.5340000	12.2323536
model	grok	1000	9.0080000	5.2357759
model	human	1000	20.7250000	11.4716596
