Dependent	Source	DF	SS	MS	FValue	ProbF
fac4	Model	3	20673.5900	6891.1967	274.55	<.0001
fac4	Error	3996	100300.9540	25.1003	_	_
fac4	Corrected Total	3999	120974.5440	_	_	_
