Dependent	Source	DF	SS	MS	FValue	ProbF
fac2	Model	3	226117.2850	75372.4283	921.76	<.0001
fac2	Error	3996	326753.0740	81.7700	_	_
fac2	Corrected Total	3999	552870.3590	_	_	_
