_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,loaded,factor,pole
v000254,0.30351399,-0.05706683,0.2839870493,0.033062754,0.1753602078,-0.048364645,-0.063677751,1,fac1,1
v000255,0.6470409711,-0.349626134,0.0372277409,0.1178681124,0.1300186974,-0.086422098,0.1690286322,1,fac1,1
v000256,0.3364670211,0.1025362407,0.2666851459,-0.088318989,0.0406315009,-0.161444063,0.1184463253,1,fac1,1
v000257,0.0211819771,-0.003773356,-0.014388799,0.2980248942,-0.263883385,0.1050401914,0.0960447155,0,,
v000258,-0.094291631,0.3130077849,0.2820847016,-0.046539934,0.1103843226,0.1989112173,0.0946633597,1,fac2,1
v000259,-0.025309439,0.2788442609,0.2022819999,-0.135920746,-0.203367041,0.0897868958,0.4351736912,1,fac7,1
v000260,0.1738620482,0.3355102809,-0.158691431,-0.124752426,-0.192728559,0.3601665756,-0.047057169,1,fac6,1
v000261,0.3449960215,0.1823527897,0.3791443314,0.0980314725,-0.122496,-0.083234157,-0.016025365,1,fac3,1
v000262,0.0147312079,-0.280361297,-0.124008302,0.0437148472,-0.445912653,-0.141517298,0.6216464869,1,fac7,1
v000263,0.3901669768,-0.029945386,0.6895170618,0.2334693601,-0.336688624,-0.205984625,-0.400016397,1,fac3,1
v000264,0.558551806,0.1019751198,0.3482688505,0.1961076497,-0.216430336,-0.085575236,-0.223656902,1,fac1,1
v000265,0.0964851099,0.3385464699,0.6976852733,-0.140058714,-0.128913361,-0.273568016,-0.375988608,1,fac3,1
v000266,0.0600196669,0.392685111,0.3311750863,0.0408628562,0.0995120163,0.1028996592,0.0233965187,1,fac2,1
v000267,-0.157829545,0.3454012574,0.2375180898,0.459759602,-0.05348421,0.1654863485,0.0420357372,1,fac4,1
v000268,0.157193338,0.1825021483,0.1081584982,0.3871292306,-0.059713735,-0.257122519,0.2279419968,1,fac4,1
v000269,0.5838602802,-0.088685678,0.0354711578,0.076001116,0.1918319371,-0.161673188,0.081923556,1,fac1,1
v000270,0.2353419049,0.4045953419,0.1285587943,-0.230942675,-0.079434835,-0.212864851,0.034873217,1,fac2,1
v000271,0.2536595927,-0.019932623,0.4261630449,0.0711328357,0.0068553593,-0.023601723,0.1419439473,1,fac3,1
v000272,-0.270833743,0.2357471094,0.6624342087,0.1059474633,0.2054042609,-0.242089771,-0.081961873,1,fac3,1
v000273,0.1305763703,0.0931803883,-0.023885101,-0.021491789,-0.00145112,0.1337439732,-0.033453855,0,,
v000274,-0.073470664,-0.061245248,0.5165104911,-0.423631237,0.1628244823,-0.211891453,0.4521068962,1,fac3,1
v000275,0.1091765362,0.001676134,0.2216961877,0.1006522237,0.2289125669,-0.124941748,-0.137710548,0,,
v000276,0.0824541653,0.2410215552,0.1757166548,-0.134400134,-0.057227096,0.0702926008,0.3546978435,1,fac7,1
v000277,-0.100816254,0.1091529052,0.5450070773,-0.252913056,-0.017435862,-0.089488655,0.2442151591,1,fac3,1
v000278,0.2505770081,0.0897866314,0.2809028344,-0.008636176,0.1314973625,0.0147825407,0.1370899691,0,,
v000279,0.0545692214,0.247179396,0.4992631085,-0.164000809,-0.073394091,-0.129741203,0.1746682027,1,fac3,1
v000280,-0.41268832,-0.082480213,-0.045806914,0.327325327,0.0108055189,0.8638738524,-0.028737491,1,fac6,1
v000281,0.1109833918,0.2605475812,-0.136522428,-0.106873556,0.2411335553,-0.004711494,-0.08971281,0,,
v000282,0.2131404779,0.0216297844,0.332157871,-0.078187902,0.1007329565,-0.345765063,0.1114040412,1,fac6,-1
v000283,0.3035340606,0.1238899312,0.1174260505,0.0180420164,0.1877317543,0.1705412615,0.1129550692,1,fac1,1
v000284,0.2004480207,0.2467915825,0.1685309546,-0.0231101,-0.018060384,0.1890136711,-0.03627222,0,,
v000285,0.487479305,-0.064075509,0.4725084875,0.0261377788,-0.095031602,-0.075112506,-0.34299588,1,fac1,1
v000286,0.1571061111,0.4560599498,-0.135575184,-0.37630494,-0.129695145,0.0702138207,-0.11440363,1,fac2,1
v000287,0.1213034324,-0.150596938,0.1846477219,0.2271319846,0.0509658331,0.1344683549,0.2983061557,0,,
v000288,-0.135695692,-0.182248991,0.4258118297,-0.040385491,0.2056426352,0.0666704323,0.0597582293,1,fac3,1
v000289,0.245528831,0.1857107541,0.2660583003,0.0358188918,-0.02054158,0.0687797198,-0.262768368,0,,
v000293,0.2040701269,0.1276774337,0.0584932354,-0.105237472,-0.068533646,-0.054317202,0.2203195262,0,,
v000294,0.3300852326,0.2216742258,0.052271058,-0.139687521,0.0778285532,0.0709231934,0.1295868356,1,fac1,1
v000295,0.4845638669,0.1639558521,0.116062919,0.1373377692,0.1585603359,-0.02691969,0.0785650729,1,fac1,1
v000296,0.1481569542,0.1123507503,0.2434425125,0.1690753144,-0.020407664,0.2737102219,0.0688170802,0,,
v000297,0.2372282364,0.1889287533,0.2462702471,-0.027960464,0.048667186,0.0981776853,-0.031090529,0,,
v000298,0.3071315871,-0.086930596,0.2052371114,-0.249240989,-0.298798032,0.0863695609,-0.129106699,1,fac1,1
v000299,0.2333887713,0.1452842229,0.0737025166,-0.151089332,-0.080075974,0.2692789351,0.0940117654,0,,
v000300,-0.139392309,0.2819148265,0.1420426452,0.1513071523,-0.057858034,0.118657176,0.1222703601,0,,
v000301,0.2869483493,0.0736700644,0.2479998045,-0.030551461,0.0983900408,0.2178174613,0.0239394604,0,,
v000302,0.3940664521,0.2356884033,0.0440478118,-0.051462394,-0.063592171,-0.028594626,0.300369429,1,fac1,1
v000303,0.2314377725,0.0306742185,0.2445355638,0.027242147,0.0554143206,0.1951286298,0.0878630006,0,,
v000304,-0.183837082,0.3737661272,-0.077840091,0.3475683719,-0.037652412,0.2520883899,-0.067442589,1,fac2,1
v000305,0.1270208431,0.0256919995,0.0607870295,-0.248005248,0.1946199417,0.0327894215,0.3701747523,1,fac7,1
v000306,0.0977639314,-0.088494111,0.0092411132,0.2386438323,0.1562668103,0.1400961784,0.199226818,0,,
v000307,0.1448503651,0.1658468683,0.2201735492,0.18535178,-0.16500417,0.0517070237,-0.117137023,0,,
v000308,-0.140242452,0.4604564509,0.2209076584,0.13932391,0.0182388715,0.0616202523,0.1003698578,1,fac2,1
v000309,0.4046214405,0.0742234514,0.0172338966,0.1808736194,0.1110280082,0.0507204504,0.1070248313,1,fac1,1
v000310,0.0631218065,0.3147516565,0.1142150185,0.0538726481,-0.234790863,0.0913925396,0.0989903018,1,fac2,1
v000312,0.1486720775,-0.105969224,0.2031288947,-0.160958329,0.087412369,0.0269744847,0.2773584742,0,,
v000313,0.405836746,0.0012877531,0.4216869716,0.0468160492,0.1047654659,0.1204325354,0.0275077896,1,fac3,1
v000314,0.0745796258,0.1770543558,0.3589910523,0.1048712124,0.1094484001,0.0619759346,-0.140505438,1,fac3,1
v000315,0.2545291727,-0.147578033,0.0290152888,0.0335177141,0.4998222018,0.0082836661,0.0999988096,1,fac5,1
v000316,-0.034827963,0.1531980873,0.3128328768,0.1041575198,-0.14806314,0.0539188955,0.0004089173,1,fac3,1
v000317,0.465178395,0.2330473831,-0.038709827,0.0157351831,0.0579260144,0.0253438765,0.1752250174,1,fac1,1
v000318,0.105979062,0.0280179583,0.1893879604,0.0303865613,0.0953602286,0.1950272779,0.1693738067,0,,
v000319,0.1065045006,0.1786800019,0.1653223601,-0.126994149,0.1451504884,0.1906432162,0.0376938404,0,,
v000320,0.2068510799,-0.193369335,0.0633069959,-0.146769081,0.7330908188,-0.415949599,-0.332265849,1,fac5,1
v000321,0.6942688279,-0.036117319,-0.053663255,-0.089689576,-0.258361712,-0.219273348,0.1798388452,1,fac1,1
v000322,0.3632766508,0.266622445,-0.056111172,-0.028587474,0.0363232052,0.0578711113,0.2063144912,1,fac1,1
v000324,0.0613951131,0.124528162,0.2309998017,0.2673110319,0.1841124905,0.103324512,0.1399215232,0,,
v000325,0.4072984328,0.235673406,-0.006663588,-0.022310833,-0.11873918,-0.122160441,0.0228482531,1,fac1,1
v000326,0.211609915,0.0509821299,0.2721851833,0.1291705535,-0.035859523,0.0995319891,0.1690994184,0,,
v000327,0.3241757244,0.1609642888,-0.141260299,-0.065569975,-0.156345645,0.2779651428,0.1458153279,1,fac1,1
v000328,0.4472048531,0.0429354581,-0.118341681,0.2264853613,0.0328360216,-0.271825553,-0.061576655,1,fac1,1
v000329,-0.016919788,0.2893900867,0.3181222907,-0.30437922,-0.063301342,0.2096712755,-0.108909367,1,fac3,1
v000330,-0.023337691,0.0045026204,0.0504360072,0.2426135653,0.1638769936,0.3650506214,-0.01435603,1,fac6,1
v000331,0.1704352752,-0.040060674,0.1782981447,-0.087286015,-0.147104669,0.1954424512,0.4607158946,1,fac7,1
v000332,0.1551639149,-0.082924955,0.0021823244,0.6285657835,0.1246491865,0.0942984282,0.0219026913,1,fac4,1
v000333,-0.270550055,0.2737956744,-0.567070078,0.5915394628,0.3420118233,0.2005600021,0.2617457127,1,fac4,1
v000334,0.2607265423,-0.206411378,-0.327857757,0.3905171598,0.0114345652,-0.056874024,0.3182616395,1,fac4,1
v000335,-0.074259978,-0.038568175,0.0325779837,0.5841682539,0.2016479363,0.1587684187,-0.098422217,1,fac4,1
v000336,0.0607493025,-0.103294906,-0.124187955,0.6883146041,0.0105560037,0.1134021995,-0.075983752,1,fac4,1
v000337,0.2911072656,-0.051838293,-0.027480612,0.5908085908,0.0506492208,-0.068376196,-0.066016907,1,fac4,1
v000338,0.0505923237,0.3119812157,0.0918873278,-0.083465216,-0.032089716,-0.070423227,0.4530075143,1,fac7,1
v000339,-0.014300529,0.1282829539,0.0469152264,-0.013341847,-0.094698527,-0.05334627,0.6095255535,1,fac7,1
v000340,0.0690673714,0.2426058712,0.4431960107,0.1545766606,0.0500418271,0.0067672738,-0.015482456,1,fac3,1
v000341,0.1172272131,0.2641576193,0.0643592091,-0.041887866,0.0967092265,-0.056643937,-0.106430004,0,,
v000342,0.041099336,0.2664167491,0.1595307714,0.2128429785,0.2469390983,0.0326706563,0.0008853706,0,,
v000343,0.3371702851,-0.014366001,0.1108708782,0.2111255013,0.0097979217,-0.198628549,0.0259946444,1,fac1,1
v000344,0.0050360283,-0.048539716,0.4755787745,0.0048804924,0.3636183743,-0.237124879,-0.172279404,1,fac3,1
v000345,0.2594570079,0.3006346328,0.0532031782,-0.034007075,-0.003524349,0.1529151454,0.188607522,1,fac2,1
v000346,-0.010864437,0.0848643313,0.2627635889,0.0164561051,-0.237226034,0.3506496041,0.1786985182,1,fac6,1
v000347,0.1717496038,-0.268781374,0.3765993971,-0.20195237,-0.092260482,0.5613264617,0.0791902302,1,fac6,1
v000348,0.2583537382,0.3012452946,0.0916280788,0.1149794735,-0.099651357,0.0061410551,-0.054372877,1,fac2,1
v000349,0.2076993124,0.2825379639,-0.048990142,-0.332548891,-0.136655714,0.4540382675,-0.094345935,1,fac6,1
v000350,0.0288660912,0.426653984,0.1315810834,0.2021026232,-0.046842106,0.0002076051,-0.192550838,1,fac2,1
v000351,-0.065297302,0.4477376713,0.1846822276,-0.158205435,-0.084901757,0.3354860519,-0.362326742,1,fac2,1
v000353,0.2471362673,0.1523624798,0.0714272804,-0.048686938,0.1988850305,0.1358312598,-0.09190199,0,,
v000354,0.360816571,0.1387469066,-0.062463733,-0.075418984,0.010092432,0.066472654,-0.060784478,1,fac1,1
v000356,0.6674434816,0.0479405319,-0.008489672,-0.022539151,0.1686771991,-0.038173623,0.0236008798,1,fac1,1
v000357,0.3052237578,0.1582976741,0.0358629564,0.0538714023,-0.206487703,0.0661206453,0.1944902381,1,fac1,1
v000358,-0.437851934,0.3394678395,0.1269852603,0.6318220326,-0.269596595,0.1782489191,-0.124352469,1,fac4,1
v000359,-0.083123287,0.5974008879,-0.117382423,-0.05299212,-0.120816062,0.1199325781,0.2752676816,1,fac2,1
v000360,0.2511803042,-0.033201118,0.0944220956,-0.027160698,0.2782804682,-0.047661208,-0.051017126,0,,
v000361,-0.096440848,0.2668500899,0.3309005344,-0.200507577,-0.058462348,-0.072445873,0.2976442323,1,fac3,1
v000362,0.1146649405,0.295173933,0.1585159401,-0.161446929,-0.021936551,0.1160001354,-0.134418534,0,,
v000363,0.1124095299,0.4337758574,0.1964052125,-0.03146052,-0.014331159,0.0415412373,0.1013302409,1,fac2,1
v000364,0.2199963874,0.2461445389,0.2021803109,0.0724396871,0.0715764664,0.0564865123,-0.125561928,0,,
v000365,0.3545837176,-0.0710775,0.2757826759,-0.181680008,0.0693625033,0.2289162564,-0.23915558,1,fac1,1
v000366,-0.084540975,0.3816193736,0.0975579847,-0.093857461,0.2421769447,0.1849729845,0.0244760013,1,fac2,1
v000367,0.0185626231,0.115888746,0.4453117728,-0.112628853,-0.017499714,-0.0067932,0.3210254736,1,fac3,1
v000368,0.3031920154,0.4108877211,-0.032819542,-0.281623385,-0.237589375,-0.097566732,0.074049511,1,fac2,1
v000369,0.4853923755,-0.022668916,0.3388579206,-0.083308527,0.0269791748,0.0600959526,0.0637294519,1,fac1,1
v000370,0.1542130198,0.3012994575,0.0416232984,0.0599574702,-0.12733831,0.0930007654,0.1867971275,1,fac2,1
v000372,0.2559030054,-0.072757886,0.1109929587,0.2801184129,0.1325750579,0.1335967663,0.0600213049,0,,
v000373,0.0398853318,0.2250069606,0.293331866,-0.030979743,0.0257589992,0.062352383,-0.016811317,0,,
v000374,0.1641934928,0.0547343709,-0.014570635,0.023458047,0.0295531669,0.0154303028,0.2545011881,0,,
v000375,0.155941283,0.078832567,0.267158485,-0.067502116,0.0391850464,-0.020340391,-0.025223669,0,,
v000376,0.5100738174,0.0607918963,0.2355317439,-0.056686792,0.2890980406,0.0990251952,0.0447470438,1,fac1,1
v000377,0.1281757697,0.1469576589,0.249554949,-0.032768477,-0.114928109,0.3234466685,0.1358759716,1,fac6,1
v000378,0.1349201272,0.4769153125,-0.225465934,-0.370208394,-0.081858588,0.0377218228,-0.039615507,1,fac2,1
v000379,0.3945987271,0.1144191747,0.2620898545,0.1312890582,0.0340729374,0.1088195827,-0.010947045,1,fac1,1
v000380,0.1524785255,0.3232598816,0.0399427898,-0.08247816,-0.08818501,0.1733776435,-0.019411754,1,fac2,1
v000381,0.230098676,0.1777615941,0.182650129,-0.168759346,0.020811915,-0.059210258,0.0530973297,0,,
v000382,-0.051534777,0.0073045881,0.5308141026,-0.171241564,0.0662817914,-0.040030692,0.2714462682,1,fac3,1
v000384,0.0947753756,0.3140656334,0.0978156688,0.2051581195,-0.041346285,0.1023603774,0.1644267593,1,fac2,1
v000385,0.4717976553,0.0907584129,0.0362873535,-0.124650425,-0.057872917,0.2498990968,-0.056905191,1,fac1,1
v000386,0.0843841728,0.2164361233,0.4894472231,0.0873869682,0.055093125,-0.050734456,-0.14934265,1,fac3,1
v000387,-0.181618291,0.1239829321,0.0713356656,-0.071452914,-0.272933793,0.4836407349,0.0247891533,1,fac6,1
v000388,0.4146626292,-0.080927649,-0.069913967,0.1010900491,0.1038729043,-0.339352997,-0.033965651,1,fac1,1
v000389,0.0022316617,0.0625491983,0.1906972198,0.5981903499,-0.091928338,0.1068081345,-0.116727694,1,fac4,1
v000390,0.2381081202,-0.032245919,0.3444500371,0.1538720634,0.0666620989,0.1108531836,0.0997176877,1,fac3,1
v000391,0.3827791776,0.2212563956,0.1382494806,0.133514079,0.1274743391,0.1418261233,0.0174299994,1,fac1,1
v000392,-0.104341268,0.2623131967,-0.014470305,-0.011948001,0.0866574732,0.0329136998,0.0483012203,0,,
v000393,0.4131608953,-0.005649494,0.0996309993,0.1688866585,-0.040225126,0.0743541463,0.1286749986,1,fac1,1
v000394,0.2583121208,0.165217644,0.1156240036,0.0368111039,0.0921621252,0.0965784001,0.0255668877,0,,
v000395,0.0251128202,0.2222354607,0.2907355176,-0.061045824,0.1484163839,0.0318580636,0.2323931014,0,,
v000396,0.1630448785,0.3858849689,0.0251095054,0.0740675034,0.0767516904,-0.04083325,0.088484438,1,fac2,1
v000397,-0.080795267,0.082687973,0.5272477059,-0.032341126,-0.153932932,-0.168109457,0.4960168569,1,fac3,1
v000398,-0.02661634,0.1470252378,0.7331840191,0.0315555434,-0.205898027,-0.096295869,0.1352651457,1,fac3,1
v000399,-0.228366557,0.2835765111,0.2710493087,-0.153823787,-0.027590439,-0.060780073,0.4529828989,1,fac7,1
v000400,-0.0663809,-0.316668289,0.1916385854,0.0937929333,-0.153829523,0.4080765847,0.4132586864,1,fac7,1
v000401,0.2393973535,0.2156961546,0.1571928391,0.149930461,0.1301907179,-0.032265499,0.0508993944,0,,
v000402,0.3842424253,0.2277676911,0.108666651,0.1046454121,-0.165626776,0.0416048293,0.0002164714,1,fac1,1
v000403,0.2770539083,0.1866199466,0.029693865,0.0862547965,-0.075670824,0.139442601,0.3562300153,1,fac7,1
v000404,0.4015888652,0.1735080479,0.0066805059,0.0986568098,-0.090820267,0.0657122398,0.1276180612,1,fac1,1
v000405,0.272071209,-0.005835621,0.0696280745,-0.307922074,-0.025160463,0.0822797229,0.5259752625,1,fac7,1
v000406,0.4247144663,-0.051790345,0.0091246848,0.0875853418,0.1832488481,0.0089377723,0.2683020308,1,fac1,1
v000407,0.4719820105,-0.058956163,0.0055479296,-0.191115648,0.039774687,-0.006424693,0.440334745,1,fac1,1
v000408,0.0517832287,0.2728335232,0.2143846052,-0.377188882,0.4509741253,-0.153134894,0.2593561378,1,fac5,1
v000409,0.2266904307,0.2498645568,0.1677159814,0.1613576237,-0.03400286,0.3053623248,0.0132447648,1,fac6,1
v000410,0.3330548295,0.2092226884,0.4569609061,0.0621534357,-0.127336651,0.0360053463,-0.021486633,1,fac3,1
v000411,0.3087615303,-0.155013242,0.2472628262,0.1456530453,0.0461892822,0.0954530215,0.230043,1,fac1,1
v000412,0.5741144476,-0.210816621,-0.018338631,0.2304270834,-0.561126064,-0.297788043,-0.040960651,1,fac1,1
v000413,-0.028589699,0.0141868865,0.1584387528,0.4208401438,-0.16359422,-0.187858366,0.06462728,1,fac4,1
v000414,0.45641816,0.3611135321,0.1696391629,0.0223978797,0.0373259062,-0.099925174,-0.138297084,1,fac1,1
v000415,0.076069604,0.5507996771,-0.214743365,0.1575422464,-0.158546743,-0.03525591,0.0359292527,1,fac2,1
v000416,-0.413215698,0.1952336375,0.2759910075,-0.278626874,-0.182392142,-0.025223924,0.5799820744,1,fac7,1
v000417,0.3044269823,0.1137010707,-0.086203393,0.094017075,-0.071292784,-0.1212518,0.1822186232,1,fac1,1
v000418,0.0238819405,0.2509350961,0.2630778076,-0.018192545,0.0066922899,0.0797650692,0.2276141496,0,,
v000419,-0.121421175,0.0295492281,0.0634696977,-0.177920811,0.1609888206,0.495846788,-0.003045429,1,fac6,1
v000420,-0.041282576,0.4106873381,-0.047401471,-0.251441405,-0.08759549,0.1187135245,0.2359868339,1,fac2,1
v000421,0.0785097492,0.3197044703,0.1773233972,0.0036189237,0.2122468868,-0.041835468,0.2945859951,1,fac2,1
v000422,0.0773372532,-0.102221805,0.4974319011,0.0287971826,0.0825948722,0.1902812515,0.1761034363,1,fac3,1
v000425,0.2321036264,0.2358473332,0.1080560241,-0.047639379,0.0991637384,0.0557756007,-0.081199552,0,,
v000427,0.0692341281,0.0822598289,0.2556388819,0.1119710004,0.2232692386,0.0717403701,-0.01068842,0,,
v000428,0.0173776077,0.5933668126,0.0367170389,-0.341058293,0.0385152207,-0.026216048,0.0698221997,1,fac2,1
v000429,0.2948965474,0.1938540409,0.2034341341,-0.054749622,-0.035493698,0.156058653,-0.21961497,0,,
v000430,0.4217206429,0.0993265587,0.1436628799,-0.025309467,0.2664814784,0.178136142,-0.069666306,1,fac1,1
v000431,-0.111863846,0.2529269416,0.4324549571,-0.025004073,0.0741134108,-0.162272765,0.3715770321,1,fac3,1
v000432,0.1901574869,0.5516615943,-0.022102905,-0.139093767,-0.04722024,-0.027435827,0.049456284,1,fac2,1
v000433,-0.131645524,0.3308126965,0.4153961584,-0.072721466,0.3463936274,-0.264418763,-0.532600848,1,fac7,-1
v000434,0.381338871,0.0906182325,-0.213023222,-0.065716249,-0.004379635,-0.126364374,-0.229191363,1,fac1,1
v000435,-0.636340018,-0.224296413,0.0392060603,-0.840962558,-0.214839947,0.0666461681,-0.542661669,1,fac4,-1
v000436,-0.029335902,0.4537691318,0.3385023325,-0.198857482,-0.033294787,0.229975916,-0.109315736,1,fac2,1
v000437,0.1674493578,0.370861096,0.1465028791,0.0494773235,-0.066582529,0.2746782864,-0.058488117,1,fac2,1
v000438,-0.801774807,-0.321633284,-0.418654292,-0.185597195,-0.231148063,0.6152288899,-0.561562451,1,fac1,-1
v000439,0.2358541026,0.0815644556,0.2689614775,0.1874931917,-0.192425836,0.2051760011,-0.045846246,0,,
v000440,0.4062994969,-0.03212931,0.0408850469,0.1150783078,0.0574987759,0.0712379847,-0.006710905,1,fac1,1
v000441,0.1415482402,-0.050717663,-0.097929104,0.136393473,0.1973927735,0.4885049248,0.0061802758,1,fac6,1
v000442,-0.138429321,0.2454673968,0.5117789323,-0.220274821,0.1286149857,0.0154941136,0.0235456431,1,fac3,1
v000444,0.3056366291,0.0209915358,0.1041567174,0.3503596037,-0.195761728,-0.041564796,0.2410620422,1,fac4,1
v000446,-0.127258713,0.5810041946,-0.106853862,0.2354512432,-0.155714847,0.0001310883,-0.179642996,1,fac2,1
v000447,0.1877321511,0.072460296,0.1121445513,-0.051968665,0.0157864134,0.1310304346,-0.005353163,0,,
v000451,0.3737679134,0.229505115,0.0606757941,-0.071846635,0.1467159155,0.0140194664,-0.007372357,1,fac1,1
v000452,0.621873733,-0.064144657,0.0066319225,0.1008314297,-0.100108055,0.2165172062,-0.142914251,1,fac1,1
v000453,0.2957853878,0.1689482901,-0.151256155,0.1590080407,0.0040419237,-0.056423364,0.1184286569,0,,
v000456,0.1729799494,0.5742972119,-0.091855179,-0.265242932,-0.152164988,0.1538122203,0.0646645325,1,fac2,1
v000458,0.2057854963,-0.29172809,0.2834641674,0.3028784178,-0.29546021,0.1994822782,0.2833993144,1,fac4,1
v000459,0.0613256028,-0.06692223,0.0775489931,0.3566271572,0.0601449802,-0.057824929,0.4562381253,1,fac7,1
v000460,0.2998586601,0.2833794601,0.0666104813,0.0361189397,0.1286196086,-0.04438891,0.1190709654,0,,
v000461,0.0696642017,0.4225190317,0.1890618579,0.0841808905,-0.106388116,0.1192323219,0.0060860574,1,fac2,1
v000463,-0.02172473,0.3882886666,-0.098408962,0.3387162526,0.3914785907,0.2574275872,-0.165905467,1,fac5,1
v000464,0.1855038088,0.0649678265,0.1176964905,0.0378357189,0.1869906556,0.2463909942,0.1159649668,0,,
v000465,0.2773402113,-0.03105932,0.4494833806,0.219478889,-0.041652181,-0.194656018,0.1192545394,1,fac3,1
v000466,0.0754975924,0.2487319051,0.1147565702,0.1573896391,-0.156472116,0.340198654,0.1833651812,1,fac6,1
v000467,-0.114730004,0.2580130382,0.0960866796,0.2538251007,0.0042941019,-0.001954939,0.2772245376,0,,
v000468,0.4064367872,0.2974969609,0.146259695,0.0436114214,0.0664417171,0.0912895357,-0.123636651,1,fac1,1
v000469,0.2943743378,0.0893011735,0.042917551,-0.011536089,-0.066344588,0.4490576276,0.0209396243,1,fac6,1
v000470,0.6737305226,0.0799776456,-0.174813162,-0.263676902,-0.198043118,0.4039089431,-0.013312407,1,fac1,1
v000471,-0.052916559,0.2118563734,0.1995609386,0.2912158442,0.0137835649,-0.209991805,0.4247407605,1,fac7,1
v000472,0.2604136335,-0.018886062,0.1387857194,-0.086961183,-0.008756136,0.108865956,0.0631837783,0,,
v000473,0.2083403457,0.2287329555,-0.005497938,-0.147469034,-0.142955361,0.1889984005,0.0947579842,0,,
v000474,0.0829200943,0.4183718879,-0.05197366,-0.111714472,-0.078765561,0.1314466557,0.0482227464,1,fac2,1
v000475,0.0622382764,0.4112166082,-0.122081495,0.0906888669,-0.207074901,-0.012371351,-0.016716972,1,fac2,1
v000476,0.3216470174,-0.116293705,0.2634660354,-0.061974438,0.0227401686,0.2357827177,-0.140649632,1,fac1,1
v000477,0.2451364831,0.3350892833,0.1216951942,0.0498041376,-0.135799982,-0.080129112,-0.023794714,1,fac2,1
v000478,0.3548882338,0.1566109433,0.1472539031,-0.002888764,0.1574748269,0.0974062839,-0.001248225,1,fac1,1
v000479,0.2471153776,-0.1040515,0.1367478508,-0.023555301,-0.18115796,0.1539949239,-0.02675816,0,,
v000480,0.1102935857,0.0738262999,0.4326850892,-0.041034123,-0.040539197,0.1016347884,0.2202426183,1,fac3,1
v000481,0.223776671,0.3281334645,0.1619243784,0.2699514674,-0.050474413,-0.035027627,0.1891225483,1,fac2,1
v000482,0.2741003075,0.2608419406,0.22540915,0.0375398315,0.2109430072,-0.151927136,-0.032780805,0,,
v000483,0.1997354158,0.183401494,0.3331540634,0.2295953836,-0.082323255,-0.018009387,-0.189158386,1,fac3,1
v000484,0.2092109048,0.0529903683,0.0555058954,0.1902099978,0.0358095473,0.0182378106,0.1938698203,0,,
v000485,0.1141230127,0.2819340882,0.4016362495,0.0229345919,-0.044573891,0.0332920476,0.0226182507,1,fac3,1
v000486,0.2072428242,0.2125851148,0.1846361889,0.1455022507,-0.039336931,0.0092599621,0.0903222465,0,,
v000487,0.0940914721,0.1227024968,0.0851714277,-0.01778996,0.066805054,0.23870778,0.0584798562,0,,
v000488,0.3335292462,0.0167142725,0.0539996918,0.1177705778,0.38898111,0.0593597307,-0.201902177,1,fac5,1
v000489,-0.109159056,0.4296708456,-0.041900311,0.2053461099,-0.038849104,0.2083011284,0.3476427287,1,fac2,1
v000490,-0.039816569,-0.094408869,0.3652851314,-0.054160205,0.2569797751,0.1577023296,0.1096912489,1,fac3,1
v000491,0.2072198409,0.3550001427,0.1605139654,0.1972915952,0.1096857248,-0.041824505,0.0472801655,1,fac2,1
v000492,0.1256280161,-0.034874915,-0.038423115,0.1734011513,0.0223921649,-0.081438032,0.2149099526,0,,
v000493,0.0257375581,-0.078865068,0.10637105,0.0016521334,-0.335579167,0.6315983448,-0.052049112,1,fac6,1
v000495,0.3977119885,0.1726694228,0.1306575963,0.0514617275,0.1322759885,0.0036554824,0.0927805712,1,fac1,1
v000496,-0.062426377,0.2860616374,0.2458895214,0.1194692433,-0.136182341,0.2074389582,0.0629494754,0,,
v000497,0.5330277838,0.0383207098,0.1808007318,0.0572199294,0.1894225738,0.0818661389,0.1353523036,1,fac1,1
v000498,0.4658817389,0.1481007347,0.0010467204,0.091342526,0.086239044,-0.133463356,0.1116791787,1,fac1,1
v000499,-0.084390354,0.548820985,0.0241668614,-0.129148203,0.1553674543,-0.11315741,0.0749386764,1,fac2,1
v000500,0.1104517026,0.1688028471,0.0707320523,0.2026331209,0.1606796541,-0.353942604,-0.015417956,1,fac6,-1
v000501,0.036994795,0.1771001391,0.1306450709,-0.029862928,0.2411588137,0.2267748368,0.0353380562,0,,
v000502,0.1233097863,-0.046522913,0.0751893048,-0.144837283,0.265625417,0.0210140489,0.1120179813,0,,
v000503,0.2423811115,-0.132654415,0.3589157662,0.5214727364,0.0668546687,-0.074983866,-0.158204812,1,fac4,1
v000504,0.7382114695,0.017418213,-0.042023451,0.051216,-0.104180636,0.1449990626,0.0780156496,1,fac1,1
v000505,0.0560097787,0.0996768296,0.1032255362,0.2259660661,0.2212200865,0.2163223909,-0.00994967,0,,
v000506,0.6004965842,-0.229256342,0.1142367651,-0.063079751,0.1205048912,-0.025371074,0.1560671469,1,fac1,1
v000507,0.0318758736,0.0673737653,0.1646803733,0.2874027914,-0.086719422,0.1487394258,0.1426927933,0,,
v000508,0.3884862627,0.2592581097,-0.187937753,-0.159512266,-0.302416225,-0.156039104,-0.056019721,1,fac1,1
v000509,0.0994515213,0.1025675984,0.2669646081,-0.022225596,0.5062048348,0.1789056341,-0.014006671,1,fac5,1
