_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,loaded,factor,pole
v000037,0.3970982121,0.1308436565,0.1573421669,0.1081392738,0.162560161,0.1010045015,0.0172424238,1,fac1,1
v000038,0.0904491668,0.3013710101,0.1940973906,-0.022821997,0.074522267,-0.081695122,-0.170742238,1,fac2,1
v000040,-0.725619239,-0.792315849,-0.439416479,-0.219420241,-0.36555692,-0.578248177,-0.060691392,1,fac2,-1
v000041,0.0251805955,-0.100086688,0.0952588489,0.319955311,-0.102738427,0.2898261231,0.3027399395,1,fac4,1
v000043,0.3971713636,0.1524153063,-0.013171439,-0.243178944,-0.07883522,-0.194302809,-0.05929744,1,fac1,1
v000044,0.4440327115,0.02984867,0.2443466912,-0.095842158,0.0446977454,0.1329047391,0.0452310566,1,fac1,1
v000045,0.4710638224,0.0233936732,-0.169695917,0.0250821135,-0.11276022,-0.175033433,0.0705407192,1,fac1,1
v000047,-0.241012907,0.206010689,0.3534119925,0.1897550694,0.0066804666,0.1765192561,0.0452833823,1,fac3,1
v000048,0.4062251479,-0.019433107,-0.329078489,-0.325271496,0.4023244801,0.142150381,-0.332426936,1,fac1,1
v000050,0.0276274178,-0.01712424,0.6408963201,0.1489389189,-0.169571118,0.0186023017,0.2725285458,1,fac3,1
v000051,0.3789153687,0.0522311842,0.1102211322,0.0034519193,-0.34507184,0.3119106188,-0.014729199,1,fac1,1
v000052,0.3249301415,0.045894021,0.3584328606,0.0461217865,-0.153188731,0.2004134467,-0.094495608,1,fac3,1
v000053,0.3487716024,0.1710553459,0.0756100005,0.0979255762,-0.054001818,0.108326757,0.0272985603,1,fac1,1
v000056,0.4670706532,0.0113513885,0.3329509891,0.1878707377,-0.136305648,0.0384278192,-0.070878995,1,fac1,1
v000057,0.1760703578,-0.011242643,-0.025779523,0.0834156768,0.0047366472,0.3359972705,0.2447207181,1,fac6,1
v000058,0.1713194938,-0.099759529,0.478581545,0.035118452,0.1294832029,0.2067463332,0.246698924,1,fac3,1
v000059,0.3038623535,0.1545812019,0.0088256153,0.0289413209,-0.004162936,-0.019897652,0.0590936443,1,fac1,1
v000060,-0.3996727,0.5705444131,-0.015013572,0.0922245808,-0.221563313,-0.170094207,0.0529320966,1,fac2,1
v000061,0.5716463689,0.1312794017,-0.179772421,-0.120852159,-0.144953272,-0.278616524,0.1422601516,1,fac1,1
v000062,0.2929545131,-0.133487122,-0.156538323,-0.014456169,0.7086555988,-0.388873925,-0.023292622,1,fac5,1
v000063,0.1266083209,0.2079512963,0.3705595631,0.2289196555,-0.228428181,0.0013400004,-0.040507966,1,fac3,1
v000064,0.0635633866,0.1323864672,0.2043309176,0.1481392916,0.0518133894,0.2469719402,0.0778007289,0,,
v000065,0.0804452149,-0.049012215,0.3356076749,0.240416307,-0.193915742,-0.184733367,0.1982061921,1,fac3,1
v000066,-0.061734176,0.4497894017,-0.03881916,-0.0199263,-0.063834725,0.1191333264,0.1450213934,1,fac2,1
v000067,-0.203144641,-0.307228361,0.055891564,0.3145282219,-0.697907913,0.782698009,0.1745128608,1,fac6,1
v000068,0.1513548242,0.3105590103,0.1089670745,0.0082320861,0.0275520568,0.1385041959,-0.050689443,1,fac2,1
v000069,0.399287809,0.1179050691,0.0891119469,-0.03513641,-0.167627645,0.2882110228,-0.001655037,1,fac1,1
v000070,0.2615643562,-0.161024555,-0.137573257,0.3223848609,0.3551683859,-0.276425971,0.2533042665,1,fac5,1
v000071,0.2453080993,0.1808439707,0.1012510122,0.1376520665,-0.122938947,-0.108052527,0.1836745539,0,,
v000072,0.1389882966,0.1685357163,-0.178070123,0.409784805,-0.136075855,-0.264206746,0.0967470595,1,fac4,1
v000073,0.4275618622,-0.050655133,0.3646684553,-0.120301628,0.0542168777,0.0224143855,0.0399965895,1,fac1,1
v000074,0.2648957453,-0.024015694,-0.148821582,-0.071566855,0.0752143563,0.5748154186,-0.081101805,1,fac6,1
v000075,0.4386267894,0.3104788937,0.1778184713,0.1688229922,0.0795238435,-0.042526145,-0.066437957,1,fac1,1
v000077,0.4418426197,0.4719470034,0.0365539812,-0.118366386,-0.221384108,-0.16901949,-0.252556551,1,fac2,1
v000078,0.2312403654,0.2125753483,0.2558350196,-0.067417722,0.0864304976,0.1469827463,-0.089140133,0,,
v000079,-0.025101487,0.0588141241,0.1364262291,-0.359126182,0.0494976087,0.3751201983,0.1488047867,1,fac6,1
v000080,-0.007014696,-0.035380398,0.4567340447,0.1061006501,0.097590294,0.0274604832,0.0434525118,1,fac3,1
v000081,-0.11102496,0.2751122718,0.2590355557,0.2078955385,-0.099087462,0.309240006,-0.066817557,1,fac6,1
v000082,0.2463714963,-0.024711059,0.1677367368,0.4558740718,0.0162166154,-0.100357773,-0.06019699,1,fac4,1
v000083,0.5527381493,-0.045346143,0.0800897311,0.1898461117,-0.379752312,0.0050693161,-0.176277743,1,fac1,1
v000084,0.4624341164,-0.151180973,0.2565417736,0.2053051583,0.1544637266,-0.259083253,-0.278675059,1,fac1,1
v000085,0.3692234842,-0.223834965,-0.109010277,0.2680533416,0.1249958278,-0.075675384,0.3154304272,1,fac1,1
v000087,0.4416083705,-0.076245758,-0.082971907,0.3399495366,0.031043208,-0.044740256,0.0174979683,1,fac1,1
v000088,0.589454555,-0.015613988,-0.106888152,0.3563166001,-0.092253808,-0.094284922,0.0311587705,1,fac1,1
v000089,0.2514488006,0.1137518585,0.1426146259,0.2420163216,0.053664896,0.0981032666,0.0637174674,0,,
v000090,0.5722542592,-0.046111343,0.0964530976,0.046681318,-0.365541407,-0.238319672,0.0184719565,1,fac1,1
v000091,0.5006606351,0.0864601667,0.3930869727,0.04109852,-0.181349084,-0.313298784,-0.262620213,1,fac1,1
v000092,0.1415131915,0.2479551074,0.1298419835,0.0733117094,-0.161673254,0.0029554801,0.0939065842,0,,
v000093,0.2169516676,0.0370588148,-0.21967765,0.0383757501,0.7477600573,-0.384620425,-0.049440804,1,fac5,1
v000094,0.0963602195,0.036801024,0.1637092554,0.5157972819,0.1493706937,-0.156868717,-0.021123815,1,fac4,1
v000095,-0.141814601,0.4747868595,0.2973026663,0.1649262684,0.0022810091,0.0513435082,-0.120035884,1,fac2,1
v000097,0.0970866736,-0.13552945,-0.128434216,-0.002690505,0.7554308212,-0.121710632,-0.154750414,1,fac5,1
v000099,0.1669540469,0.1513750849,0.2526981206,0.0203080958,0.2231274662,-0.067634325,0.2025572275,0,,
v000100,-0.130857048,0.6084139251,-0.047133396,0.0866618579,-0.135835908,0.0467690789,0.1991707032,1,fac2,1
v000101,-0.33401642,0.4351726948,-0.009278922,0.3513405903,0.1318384956,0.1819072112,0.255546385,1,fac2,1
v000103,0.0789713836,-0.213992077,0.5782476443,-0.276854169,-0.190401651,0.02476471,0.2464627971,1,fac3,1
v000104,0.1971243246,0.1589812133,0.3124230673,-0.005508055,0.0188100281,-0.075184932,0.1289206852,1,fac3,1
v000105,-0.088336314,0.3589363322,0.1173402257,-0.17386618,0.3659007416,-0.105382297,0.2344498966,1,fac5,1
v000106,0.0210248675,0.0091788182,0.3420439084,-0.011133114,0.0020395169,0.0385208629,0.4746897209,1,fac7,1
v000107,0.1329962832,0.1493579448,0.3496437424,-0.034523713,0.216345216,0.166925985,-0.011248609,1,fac3,1
v000109,0.1761912376,0.1203253637,0.1222333899,0.0807480272,-0.051435488,0.0728701639,0.0575884161,0,,
v000110,0.3966772933,-0.083257167,0.0351136509,-0.017673373,0.1337564862,0.0140619527,-0.111929193,1,fac1,1
v000111,0.2931309816,-0.11945828,0.0204240902,0.1345956383,0.2228478809,0.1807540251,0.1500971866,0,,
v000112,0.2848361016,0.1622040778,-0.193918941,0.0081838863,0.210530863,0.2159763012,-0.024767112,0,,
v000114,0.4153717629,-0.204039208,0.3061635788,-0.22731625,-0.075828975,0.0365123012,0.0365388357,1,fac1,1
v000115,0.0573273161,0.2031128326,0.4903832183,0.2274358872,-0.094158517,-0.059679079,0.0122293468,1,fac3,1
v000116,0.3193708134,0.0448280301,0.183508642,-0.10660248,0.0354403575,0.2166408916,0.4212253733,1,fac7,1
v000117,0.4795236678,-0.468158089,0.0323926651,0.27699367,-0.07935335,-0.017957296,-0.326307833,1,fac1,1
v000118,0.163959331,-0.007560961,0.3448353184,-0.29954985,0.1522615705,-0.09098874,0.2020519959,1,fac3,1
v000119,-0.054401693,0.0187144685,0.5131071662,0.2156729143,-0.155517398,0.1116533276,0.0937419761,1,fac3,1
v000120,0.3139846621,0.4132924972,0.0606264879,-0.061544553,0.047639088,0.0514932103,0.0472528922,1,fac2,1
v000121,0.2824445404,0.0929766608,0.0839296334,0.13948144,-0.047372696,0.3806188234,-0.009599228,1,fac6,1
v000122,-0.007331843,0.0863141696,0.2924647599,-0.06891984,0.0244992511,-0.005007983,0.2147839889,0,,
v000123,0.3222171091,-0.043557584,-0.013709493,0.4437865162,0.22506992,0.0827349493,0.0780464755,1,fac4,1
v000124,-0.313060215,-0.20066564,0.3224362479,-0.047513535,0.0327647498,0.7881292514,0.0872862236,1,fac6,1
v000125,0.2565205361,0.0639338408,0.2192019877,-0.017597839,-0.040434721,0.1576717398,0.2396076842,0,,
v000126,-0.041945937,0.4937049378,-0.063078745,-0.184750929,-0.028870175,0.0357154263,0.0033438374,1,fac2,1
v000127,-0.012660236,0.5436535097,0.0832930703,0.0979512091,0.0064281934,-9.504603E-6,0.0208420217,1,fac2,1
v000128,0.2311896088,0.3485512139,0.1546471329,-0.123855208,0.0580044294,-0.084222974,0.1841416781,1,fac2,1
v000129,0.2395337052,0.1084871848,0.5216500372,0.2137859838,-0.154744865,-0.041320949,0.0360092714,1,fac3,1
v000131,-0.102005728,-0.016927167,0.1844891481,0.0876114305,0.5192667516,0.0867000516,-0.014543431,1,fac5,1
v000132,0.2189028085,0.3848947419,0.0405976355,-0.067163743,-0.055171811,0.0169122171,-0.071524062,1,fac2,1
v000133,0.0763360052,0.2745657986,0.1101580462,0.2822410256,0.0321064615,0.0301631434,0.0816757395,0,,
v000134,0.1888840205,0.2777082621,0.2673542889,-0.003911628,0.0675548657,-0.01696214,0.0685559916,0,,
v000135,0.0301900129,0.4541912942,0.1551621616,0.0251441537,-0.186332457,-0.08261628,0.0996799347,1,fac2,1
v000136,0.4450514363,-0.062650675,0.047450299,-0.079139054,0.0354301546,0.0693562378,-0.2102294,1,fac1,1
v000137,0.3845049512,-0.099053606,0.0036862481,0.0184250605,0.2987968384,0.0456581266,0.0452208519,1,fac1,1
v000138,0.1570806206,-0.115188772,0.2016578069,0.1245542748,0.4737708091,-0.165089262,-0.139285187,1,fac5,1
v000139,0.4565065782,0.0912268106,0.0746977868,-0.119030676,0.0220666417,0.026425203,0.2486920605,1,fac1,1
v000141,-0.004834791,0.4948252713,0.1430731966,-0.02773274,0.2830168636,-0.094626668,0.0963581628,1,fac2,1
v000142,0.3583175568,0.1124320702,0.2770145622,-0.153792206,0.0147278997,0.1729017101,0.1390232667,1,fac1,1
v000143,0.2724825232,-0.012279328,0.2285813005,-0.149062886,0.0808810335,-0.119126107,0.3386105928,1,fac7,1
v000144,0.2470865421,0.0370885739,0.3582530389,0.0118097382,-0.014953602,0.1985707874,-0.078589026,1,fac3,1
v000145,0.3346736899,0.3894194236,0.1654765116,-0.149048188,-0.136605462,0.1210265048,-0.094382017,1,fac2,1
v000146,-0.126823417,0.3739539674,0.3372758236,-0.105426438,-0.30496671,0.0927539982,0.2225634073,1,fac2,1
v000147,0.0910131661,-0.143185049,-0.201463421,-0.262934055,0.9437225906,-0.320416901,0.1098720894,1,fac5,1
v000148,-0.015572709,0.2066078642,0.2885044535,-0.229412882,-0.147883268,0.0156378884,0.399161834,1,fac7,1
v000149,0.2712759633,0.0429137353,-0.025589051,-0.116024353,-0.217108419,0.4831202639,-0.334668459,1,fac6,1
v000150,0.3493561068,0.032159156,-0.015161156,0.3771682184,-0.096665864,-0.060099275,0.2658088135,1,fac4,1
v000151,-0.142637347,0.4120895582,-0.135539401,0.4430063675,0.0311677721,-0.274766102,0.4962567162,1,fac7,1
v000152,0.1536820523,0.1813400376,0.3329602586,0.2743800375,0.0051230912,0.064435839,-0.074251141,1,fac3,1
v000153,0.4914060473,0.1224811671,0.2539717001,0.0908823874,-0.101601064,-0.029697575,-0.020414205,1,fac1,1
v000154,0.1983915734,0.2404860929,-0.285937579,0.2279036604,0.0427130948,-0.329610066,0.1926045365,1,fac6,-1
v000155,0.3404373487,-0.270841741,0.2202996392,0.0079335199,0.0320462113,0.0934215528,-0.017654597,1,fac1,1
v000156,0.1112165117,0.180683904,-0.024111672,-0.083365477,0.204701577,0.0811972511,-0.054254207,0,,
v000157,0.5293726063,-0.209627483,0.0760695953,-0.129368603,-0.230247894,0.1069649099,-0.27750742,1,fac1,1
v000158,-0.390126119,0.3930649799,0.2254038315,-0.138204501,0.2595548594,0.4456866076,-0.100754096,1,fac6,1
v000159,0.4357477539,0.1740840899,0.0758185197,0.0151585635,-0.068429546,-0.005263264,-0.059226303,1,fac1,1
v000160,0.3599071593,-0.362496656,0.129141509,-0.22504785,-0.119794816,-0.110374348,0.2984466688,1,fac2,-1
v000161,0.0219404142,0.4771152645,0.0976350889,-0.03367388,-0.042074134,0.151471485,0.2124698585,1,fac2,1
v000162,0.1184533454,-0.112910424,0.1208945384,-0.009490912,0.2827374904,0.1632244259,0.0315462073,0,,
v000163,0.2259560195,0.0637240286,0.110147796,0.0530060942,0.0891320133,0.1637841768,0.0647889645,0,,
v000164,0.0542005878,0.1996600699,0.1838284384,0.2739114653,0.1018780986,0.1187532667,0.2180046695,0,,
v000165,0.2193345841,0.084203982,0.3999265564,0.0687261315,-0.114737676,0.0341166868,-0.037341478,1,fac3,1
v000166,0.0917919457,0.2921426239,0.2008936206,-0.06304203,-0.189268747,0.1952137769,-0.13268184,0,,
v000167,0.1106410242,0.4072730049,-0.118049653,0.0231117915,0.0802000645,-0.162205974,0.0194839994,1,fac2,1
v000168,0.0337924797,0.1930869648,0.3147476217,0.0662268547,-0.050306115,0.0371294181,0.3071558604,1,fac3,1
v000169,0.0047745138,0.1055278103,0.0771658554,0.3128737374,-0.137088314,0.3005061691,-0.040814936,1,fac4,1
v000170,0.139461726,0.0900544697,0.1471756916,0.0187051693,-0.026941162,0.1163057924,0.2975562712,0,,
v000171,0.0588831405,-0.022858169,0.0170114414,0.0671886953,0.7337604969,-0.06132064,-0.156708413,1,fac5,1
v000172,0.0760278515,0.0606835783,0.4994482916,-0.058292689,0.2630478192,-0.087101074,-0.14421745,1,fac3,1
v000173,-0.107445,-0.037678829,0.1903448347,0.1748372759,-0.07686496,-0.067225721,0.2171758266,0,,
v000174,0.4459803385,0.0831369683,0.0592025211,0.0128301788,0.2416012474,0.0995347624,0.0738607162,1,fac1,1
v000175,0.1615717861,0.4240867654,0.1081085933,0.0245825571,-0.062412565,0.1274140576,-0.011124223,1,fac2,1
v000176,-0.00481203,0.3561790105,-0.021783116,0.0828475268,0.1143199167,0.0602398355,0.1985433383,1,fac2,1
v000177,-0.375645375,0.3028672207,0.1254246661,0.1432777384,0.1723365209,-0.120832349,0.0220833301,1,fac1,-1
v000178,0.1922953152,0.2511115972,0.2590264959,-0.211300394,0.0660793587,-0.020828173,-0.081034578,0,,
v000179,0.2179465575,0.1847845569,0.3367703004,-0.017859233,0.1366345433,0.1324195341,0.0937331577,1,fac3,1
v000180,0.2368361738,0.5494564835,-0.090211628,0.0017743097,0.0658456583,-0.204317196,-0.037935879,1,fac2,1
v000181,-0.29161076,0.5235175545,0.2301776539,-0.107366595,-0.240658722,0.1598398473,-0.130589274,1,fac2,1
v000182,0.3373897923,-0.003319396,-0.312145522,-0.309555051,-0.076681569,0.3048472881,0.4063030421,1,fac7,1
v000183,0.2002747955,0.3829379807,0.0968749922,-0.004940803,0.0707624928,0.0429714873,-0.202343817,1,fac2,1
v000184,0.1359272601,0.247603185,0.0406340842,0.2130957629,0.1026584892,-0.12593727,0.2710943995,0,,
v000185,0.1384816957,0.3191235103,0.083198311,-0.141080835,0.1920781898,0.167268406,-0.038063189,1,fac2,1
v000186,0.0306114511,0.2257215695,0.3221419045,-0.068269415,0.1961219682,0.0178047373,0.19252974,1,fac3,1
v000187,0.3062528566,-0.21921666,-0.23938649,-0.330669872,0.2268473712,0.2458560335,-0.21668828,1,fac4,-1
v000188,0.2515686499,0.1204287647,0.1546224612,-0.156183298,0.0531969137,0.2523712162,0.2215474649,0,,
v000189,0.4852537339,-0.060005334,0.0579524894,0.0653369599,0.0813295951,0.0313735242,-0.041035873,1,fac1,1
v000190,0.2566391315,0.5668179592,-0.188832917,-0.062361986,-0.227833583,-0.153682842,-0.003474759,1,fac2,1
v000191,0.3752274324,0.1921711914,0.3712161283,0.0496516508,-0.010073142,-0.039652929,0.0582329183,1,fac1,1
v000192,0.1300281365,0.1060518406,-0.035658896,-0.079367135,-0.20592756,0.4447300532,0.085406611,1,fac6,1
v000193,-0.079737995,0.0269928906,0.1346084107,0.1998902812,-0.016637857,0.0697730566,-0.222184305,0,,
v000194,0.3207376884,0.3751771673,-0.142203353,0.0334140087,0.1077345482,-0.346200299,-0.291957401,1,fac2,1
v000195,0.1753070944,-0.204903812,0.0766885718,0.742536184,-0.069516816,-0.211066385,-0.180037574,1,fac4,1
v000196,0.4974580761,-0.090332044,-0.242959024,0.4099276744,-0.057955865,-0.164398693,0.0365651481,1,fac1,1
v000197,0.2176752272,0.0836700484,-0.072174423,0.0199882839,-0.20931823,0.4470164897,0.1516528501,1,fac6,1
v000198,-0.063105557,0.475640825,0.2854811595,-0.18534795,-0.016100753,-0.031323436,0.2080047482,1,fac2,1
v000199,-0.053827089,0.1861782061,0.2653111086,0.0616294737,0.1186904146,0.0516948116,0.1549734642,0,,
v000200,0.2520399607,0.4042512048,0.0317198901,0.0860400315,-0.035816395,0.0457261851,-0.042018962,1,fac2,1
v000201,-0.046975105,-0.38610596,0.108610379,-0.120911939,0.7699664877,0.3251071912,-0.117403132,1,fac5,1
v000202,0.0133215669,0.2032695956,0.2155081438,-0.027787036,0.1680499158,0.0199312834,0.2415952218,0,,
v000203,0.0581479989,0.1746582512,0.3039835061,0.0320568387,0.2486680846,-0.089635001,0.1382558934,1,fac3,1
v000204,-0.205267431,0.0286671202,0.2490241887,-0.322518695,0.4194764772,0.2671425418,-0.089139352,1,fac5,1
v000205,-0.081819041,0.1442058318,0.2662018058,0.1207855333,-0.034224078,0.0953698641,0.255410848,0,,
v000206,0.1308353362,0.1423062837,0.0464590572,0.1659638162,-0.121326367,0.0862852887,0.1812543045,0,,
v000207,0.3059809575,-0.145666624,0.3687324781,-0.072727136,-0.00942644,0.0597205158,-0.048682265,1,fac3,1
v000208,0.1442621865,-0.115737082,0.3861812743,0.1324479125,0.157537512,0.0644766523,0.0477140274,1,fac3,1
v000209,0.6149962862,0.1573090791,-0.089957467,-0.122976656,-0.203952945,-0.232208652,0.1647414517,1,fac1,1
v000210,0.5390357974,0.0191525831,0.034244711,0.0944936518,0.0744088763,0.0522421885,0.2506262691,1,fac1,1
v000211,0.3901904804,-0.076351843,0.1802538423,0.2306168997,-0.139420962,0.3025043187,-0.115132998,1,fac1,1
v000212,0.2637576369,0.1246111686,0.2228497815,-0.000194193,0.1549044736,0.2090369711,0.0906317198,0,,
v000213,0.2752817393,-0.026090059,0.0827305932,-0.045964987,-0.089729019,0.1186739882,0.2584722458,0,,
v000214,0.1814243974,0.3916712738,0.0328491482,0.0160217224,-0.090682131,0.0626766621,-0.141366725,1,fac2,1
v000215,0.2056480904,0.1546991509,0.4038548398,0.0549397443,-0.083298961,0.0863887897,0.1083473539,1,fac3,1
v000217,0.1620993601,0.2715127297,0.0656348417,-0.004836765,0.0308910063,0.2109932143,0.0386659281,0,,
v000218,0.0742990655,0.1923924604,-0.401913765,0.5997610374,-0.146222216,-0.386040056,0.175521146,1,fac4,1
v000219,0.0650354102,0.0627144119,0.3311159929,0.4282922313,-0.024664709,0.0767767092,-0.151365864,1,fac4,1
v000220,0.2344777495,0.1302086594,-0.259402684,-0.009556793,-0.162558414,0.5093768404,-0.102758394,1,fac6,1
v000221,-0.071861625,0.2854837285,-0.099872083,0.0524973768,-0.634766672,0.447369921,0.0622094539,1,fac5,-1
v000222,-0.130898778,0.2169067077,0.2191976122,0.100265531,-0.002930379,0.2447208239,0.0001828232,0,,
v000223,0.1227290786,-0.002073657,0.3360452387,-0.054730627,-0.142752151,-0.052932169,0.2928212899,1,fac3,1
v000224,0.0707898435,0.263744151,0.1801064084,0.0133079449,-0.038760653,0.1092726175,0.0465976065,0,,
v000225,0.081166536,0.3118936179,0.0410475847,-0.092283063,0.139173401,0.1733431025,0.0662717337,1,fac2,1
v000226,0.4502141742,-0.088450989,-0.218571726,-0.13426792,-0.144756671,0.0335768994,-0.042547015,1,fac1,1
v000227,0.202677966,-0.676640991,0.0295406559,-0.410301091,-0.413841437,0.868272978,0.270069418,1,fac6,1
v000228,-0.327484062,0.4705370878,0.3368210707,-0.116504263,0.1498814704,-0.27244615,0.2615429709,1,fac2,1
v000229,-0.137461266,-0.13871741,0.094674165,0.793553683,-0.227812663,-0.37176833,0.0989174953,1,fac4,1
v000230,0.1425811021,0.2364436914,0.1745130237,-0.026409475,0.2658323079,0.0044277905,-0.078979994,0,,
v000231,0.5256395974,0.0427394293,0.1191663097,-0.134479613,0.1292729588,-0.043494803,0.0399383278,1,fac1,1
v000232,-0.007803257,0.182593087,0.1507040859,0.156512881,-0.176319687,0.3255391868,0.0141858415,1,fac6,1
v000233,0.2446841716,-0.059198343,0.0926293678,0.0740174275,0.1314950929,0.1079322386,0.0313671992,0,,
v000234,0.1183236352,0.4673025204,-0.385242918,0.0402920814,-0.127865835,-0.085071287,0.124971336,1,fac2,1
v000235,0.0678541843,0.1332301563,-0.000552309,0.1048500288,-0.194065017,0.1422834608,0.2929137194,0,,
v000236,0.1297967125,0.116685914,0.3111569217,0.0096993264,-0.037806524,0.1796703353,0.0308462188,1,fac3,1
v000237,-0.204714126,0.200391383,0.2477832725,-0.010586515,0.2476093476,0.0791084143,-0.068761487,0,,
v000238,0.357732013,0.096951579,0.1850318084,0.0027973024,0.234946482,-0.100786003,-0.012193273,1,fac1,1
v000239,0.0162111245,0.7361602651,-0.27013691,-0.062960427,-0.074443674,0.2120651746,-0.046398601,1,fac2,1
v000240,-0.14171495,-0.146639902,0.7020142206,0.1909251984,-0.145222102,-0.102880028,0.3072569363,1,fac3,1
v000241,0.2384708651,0.2791915411,0.1452371285,-0.025272253,0.2806243562,-0.056912284,-0.142901501,0,,
v000242,0.57439075,-0.119114966,0.1925749991,-0.134694164,-0.264636405,0.1656995656,-0.026008367,1,fac1,1
v000243,0.0644924914,0.2098927349,0.0419894544,-0.043136404,-0.026698881,0.0267694867,0.4582203308,1,fac7,1
v000244,0.2217445373,0.2215227744,0.0399252369,-0.091128165,-0.063008489,0.1255142361,-0.236991832,0,,
v000245,0.08530059,0.0287075871,0.2952551346,-0.044314059,0.0615263131,0.150940211,0.1260677522,0,,
v000246,-0.514771054,0.610358019,-0.184512633,-0.179921966,-0.228143879,0.0868789518,0.4406764171,1,fac2,1
v000247,-0.128156256,0.4151233712,0.2555744323,0.2714378221,-0.09817664,-0.073756241,-0.012759647,1,fac2,1
v000248,0.0208353157,0.1821286641,0.0376958853,0.2009787733,0.0631016078,-0.152321509,0.2930589707,0,,
v000249,0.431990596,-0.208987771,-0.263904622,-0.409838992,0.0609185306,0.0692107181,0.514467074,1,fac7,1
v000250,0.1501796659,0.3150321139,0.044206678,0.12129972,-0.131184414,0.118607079,-0.199710826,1,fac2,1
v000251,0.2169410458,-0.017074357,-0.081944067,0.3355604384,-0.070079693,0.1972777399,0.0767150332,1,fac4,1
v000252,0.2849197508,-0.123337647,0.3795172047,0.1097104441,0.0953175803,0.094708416,0.0383557466,1,fac3,1
v000253,-0.014821851,0.2179034625,0.0251808682,0.2366767289,-0.050741591,0.2385491333,0.1312872032,0,,
