Dependent	Source	DF	SS	MS	FValue	ProbF
fac1	Model	1	237665.6013	237665.6013	2787.94	<.0001
fac1	Error	3998	340820.5427	85.2478	_	_
fac1	Corrected Total	3999	578486.1440	_	_	_
