Dependent	HypothesisType	Source	DF	SS	MS	FValue	ProbF
fac1	1	prompt	1	237665.6013	237665.6013	2787.94	<.0001
fac1	3	prompt	1	237665.6013	237665.6013	2787.94	<.0001
