Dependent	Source	DF	SS	MS	FValue	ProbF
fac3	Model	3	73134.6910	24378.2303	527.47	<.0001
fac3	Error	3996	184682.8200	46.2169	_	_
fac3	Corrected Total	3999	257817.5110	_	_	_
